縣市,路段ID,路段名稱,緯度,經度,費率資訊,電動車充電樁,位置描述
NewTaipei,T53,安邦街,24.99772408,121.4961983,週一-週五07:00-20:00 收費20元/時,無,安邦街
NewTaipei,T57,永亨路,25.006301,121.5200087,週一-週五07:00-20:00 收費20元/時,無,永亨路
NewTaipei,P15,光榮路,25.08966781,121.464963,週一-週五07:00-20:00 收費20元/時,無,光榮路
NewTaipei,L02,文化街,24.98965497,121.4159876,週一-週五07:00-20:00 收費20元/時,無,文化街
NewTaipei,B08,文化路,24.9352068,121.3593108,週一-週五07:00-20:00、例假日及國定假日08:00-18:00 收費20元/時,無,文化路
NewTaipei,KC5,漢生東路279巷,25.00932376,121.4722146,週一-週五07:00-20:00 收費20元/時,無,漢生東路279巷
NewTaipei,J55,八德路,25.06732307,121.3683887,週一-週五07:00-18:00 收費20元/時,無,八德路
NewTaipei,T51,光環路二段,25.01472156,121.482387,週一-週五07:00-20:00 收費20元/時,無,光環路二段
NewTaipei,T05,光華街,25.00341831,121.5060555,週一-週五07:00-20:00 收費30元/時,無,光華街
NewTaipei,T82,大鵬堤外便道,24.98736542,121.5395001,週一-週五07:00-20:00 收費60元/次,無,大鵬堤外便道
NewTaipei,P55,力行路一段188巷,25.07201648,121.4812355,週一-週五07:00-20:00 收費20元/時,無,力行路一段188巷
NewTaipei,PA8,新興路,25.05339299,121.4920749,週一-週五07:00-20:00 收費20元/時,無,新興路
NewTaipei,J50,中山路69巷,25.07795787,121.3934015,週一-週五08:00-18:00 收費20元/時,無,中山路69巷
NewTaipei,K64,中正路,25.02518018,121.4545167,週一-週五07:00-20:00 收費20元/時,無,中正路
NewTaipei,Q27,復興路,25.06299027,121.656595,週一-週五07:00-20:00 收費20元/時,無,復興路
NewTaipei,V08,御史路,25.10609084,121.4209928,週一-週五07:00-20:00 收費20元/時,無,御史路
NewTaipei,R64,鳳山街24巷,25.02686648,121.4151064,週一-週五07:00-20:00 收費20元/時,無,鳳山街24巷
NewTaipei,Q04,仁愛路,25.06297144,121.6598994,週一-週五07:00-20:00 收費20元/時,無,仁愛路
NewTaipei,R59,中信街,25.05085456,121.4516684,週一-週五07:00-20:00 前四小時免費，第五小時起20元/時,無,中信街
NewTaipei,T80,祥和路高架橋下停車場,24.97444746,121.5161909,週一-週五07:00-20:00 收費20元/時,無,祥和路高架橋下停車場
NewTaipei,R17,思源路,25.05920691,121.4598493,週一-週五07:00-20:00 收費20元/時,無,思源路
NewTaipei,B03,大智路,24.93741282,121.3606073,週一-週五07:00-20:00 收費20元/時,無,大智路
NewTaipei,T48,寶興便道,24.97379983,121.5537915,週一-週五07:00-18:00 收費60元/次,無,寶興便道
NewTaipei,KC2,海山路,24.98748648,121.4490567,週一-週五09:00-17:00 收費0元/時,無,海山路
NewTaipei,T93,立德街7巷,25.00595446,121.4897423,週一-週五07:00-20:00 收費20元/時,無,立德街7巷
NewTaipei,PA4,中正路185巷78弄,25.08466394,121.4658944,週一-週五07:00-20:00 收費20元/時,無,中正路185巷78弄
NewTaipei,KD0,員林街,24.97737363,121.4440654,週一-週五07:00-20:00 收費20元/時,無,員林街
NewTaipei,Q35,汐科路,25.06504993,121.655858,週一-週五08:00-13:00 收費20元/時,無,汐科路
NewTaipei,Q32,湖前街2巷,25.06847144,121.6336378,週一-週五07:00-20:00 收費20元/時,無,湖前街2巷
NewTaipei,R41,中安街,25.04517168,121.4528121,週一-週五07:00-20:00 收費20元/時,無,中安街
NewTaipei,R04,龍安路,25.01758574,121.4276306,週一-週五07:00-20:00 收費20元/時,無,龍安路
NewTaipei,V20,水碓路,25.07233143,121.4347464,週一-週五07:00-20:00 收費20元/時,無,水碓路
NewTaipei,R32,鳳山街56巷,25.02601489,121.41406,週一-週五07:00-20:00 收費20元/時,無,鳳山街56巷
NewTaipei,V34,新五路二段,25.08366784,121.441421,週一-週五07:00-20:00 收費20元/時,無,新五路二段
NewTaipei,KA9,合安一路,24.99932909,121.4467351,週一-週五07:00-20:00 收費20元/時,無,合安一路
NewTaipei,T84,安忠路,24.95724588,121.5111476,週一-週五07:00-20:00 收費20元/時,無,安忠路
NewTaipei,KB7,成都路,25.00498972,121.4613242,週一-週五07:00-20:00 收費30元/時,無,成都路
NewTaipei,P53,力行路二段,25.07391324,121.4819911,週一-週五07:00-20:00 收費30元/時,無,力行路二段
NewTaipei,L06,樹新路,24.99458607,121.4270845,週一-週五07:00-20:00 收費20元/時,無,樹新路
NewTaipei,TA2,中山路,24.97871347,121.5242865,週一-週五07:00-20:00 收費20元/時,無,中山路
NewTaipei,B36,中山路67巷公有空地平面停車場,24.93462649,121.367595,週一-週五07:00-20:00、例假日及國定假日08:00-18:00 收費20元/時,無,中山路67巷公有空地平面停車場
NewTaipei,P26,福隆路,25.07820702,121.4920201,週一-週五07:00-20:00 收費20元/時,無,福隆路
NewTaipei,P36,吉祥街,25.09093502,121.4899991,週一-週五07:00-20:00 收費20元/時,無,吉祥街
NewTaipei,P43,如意街,25.09065906,121.4885492,週一-週五07:00-20:00 收費20元/時,無,如意街
NewTaipei,V01,成泰路一段,25.07552625,121.4350405,週一-週五07:00-20:00 收費20元/時,無,成泰路一段
NewTaipei,KA6,溪崑二街,24.9886104,121.4264842,週一-週五07:00-20:00 收費20元/時,無,溪崑二街
NewTaipei,P62,中正北路,25.06914395,121.4790466,週一-週五07:00-20:00 收費20元/時,無,中正北路
NewTaipei,N32,十三行博物館第二停車場,25.15575162,121.4062048,例假日及國定假日08:00-18:00 收費20元/時,無,十三行博物館第二停車場
NewTaipei,J20,公園路180側巷道,25.0723374,121.3737874,週一-週五08:00-18:00 收費20元/時,無,公園路180側巷道
NewTaipei,R42,天泉二街,25.02553285,121.414618,週一-週五07:00-20:00 收費20元/時,無,天泉二街
NewTaipei,T30,防迅路,24.98744728,121.5410866,週一-週五07:00-20:00 收費20元/時,無,防迅路
NewTaipei,KC7,田單北街,25.0299672,121.4817777,週一-週五07:00-20:00 收費20元/時,無,田單北街
NewTaipei,J10,寶林路,25.08563537,121.3826696,週一-週五08:00-18:00 收費20元/時,無,寶林路
NewTaipei,K41,民權路,25.01088013,121.4625191,週一-週五07:00-20:00、例假日及國定假日08:00-18:00 收費二小時以內30元/時，超過二小時後40元/時,無,民權路
NewTaipei,P94,神農一街,25.04898216,121.4749886,週一-週五07:00-20:00 收費20元/時,無,神農一街
NewTaipei,J38,廣停(二)停車場(吉祥廣場),25.08054659,121.3761025,週一-週五08:00-18:00 收費20元/時,無,廣停(二)停車場(吉祥廣場)
NewTaipei,C09,幸福路,25.04946135,121.4590516,週一-週五07:00-20:00 收費20元/時,無,幸福路
NewTaipei,R20,幸福東路,25.04944484,121.4627103,週一-週五07:00-20:00 收費20元/時,無,幸福東路
NewTaipei,K51,貴興路,25.00320483,121.4571798,週一-週五07:00-20:00 收費20元/時,無,貴興路
NewTaipei,P75,重新路五段,25.04879845,121.4780968,週一-週五07:00-20:00 收費60元/次,無,重新路五段
NewTaipei,M05,國華路,24.95388135,121.3430738,例假日及國定假日07:00-20:00 收費20元/時,無,國華路
NewTaipei,R49,天祥街92巷,25.02979937,121.4153697,週一-週五07:00-20:00 收費20元/時,無,天祥街92巷
NewTaipei,K78,三民路二段正隆巷,25.01450748,121.4768485,週一-週五07:00-20:00 收費30元/時,無,三民路二段正隆巷
NewTaipei,F01,安和路,24.99858977,121.5059869,週一-週五07:00-20:00 收費20元/時,無,安和路
NewTaipei,B09,民權街,24.93306249,121.3694626,週一-週五07:00-20:00、例假日及國定假日08:00-18:00 收費20元/時,無,民權街
NewTaipei,K93,永豐路242巷,24.97942213,121.468288,週一-週五07:00-20:00 收費20元/時,無,永豐路242巷
NewTaipei,K60,南雅南路二段144巷,24.99518597,121.4501882,週一-週五07:00-20:00 收費20元/時,無,南雅南路二段144巷
NewTaipei,N31,十三行博物館第一停車場,25.15796161,121.4068605,例假日及國定假日08:00-18:00 收費20元/時,無,十三行博物館第一停車場
NewTaipei,K02,民生路二段,25.01591863,121.4734813,週一-週五07:00-20:00、例假日及國定假日08:00-18:00 收費30元/時,無,民生路二段
NewTaipei,J11,信義路,25.07853143,121.3820584,週一-週五08:00-18:00 收費20元/時,無,信義路
NewTaipei,O02,明志路一段,25.06304305,121.433327,週一-週五07:00-20:00 收費20元/時,無,明志路一段
NewTaipei,302,文化街,25.00131485,121.6207426,週一-週五、例假日及國定假日08:00-18:00 收費20元/時,無,文化街
NewTaipei,B05,大學路,24.94384928,121.3745884,週一-週五07:00-20:00 收費20元/時,無,大學路
NewTaipei,KC3,海山路,24.98333071,121.4490759,週一-週五09:00-17:00 收費20元/20分鐘,無,海山路
NewTaipei,J44,文化三路一段225巷,25.07107809,121.3624478,週一-週五08:00-18:00 收費20元/時,無,文化三路一段225巷
NewTaipei,P05,集賢路,25.087078,121.4945232,週一-週五07:00-20:00 收費20元/時,無,集賢路
NewTaipei,P31,下竹圍街,25.0752915,121.4810658,週一-週五07:00-20:00 收費20元/時,無,下竹圍街
NewTaipei,T36,新和街93巷,24.98656461,121.5209645,週一-週五07:00-20:00 收費20元/時,無,新和街93巷
NewTaipei,R26,長青街37巷,25.04197804,121.4563711,週一-週五07:00-20:00 收費20元/時,無,長青街37巷
NewTaipei,H38,竿蓁大型停車場,25.16542943,121.4502041,週一-週五07:00-20:00、例假日及國定假日08:00-20:00 收費40元/時,無,竿蓁大型停車場
NewTaipei,R24,中央路,25.05887495,121.4509679,週一-週五07:00-20:00 收費20元/時,無,中央路
NewTaipei,T10,福祥路,25.00617252,121.4989869,週一-週五07:00-20:00 收費20元/時,無,福祥路
NewTaipei,K57,長壽街,25.01530004,121.4812473,週一-週五07:00-20:00 收費20元/時,無,長壽街
NewTaipei,R11,裕民街,25.02235528,121.4180402,週一-週五07:00-20:00 收費20元/時,無,裕民街
NewTaipei,M04,尖山路,24.9491143,121.3477862,例假日及國定假日07:00-20:00 收費20元/時,無,尖山路
NewTaipei,H40,北新路,25.17814941,121.4457956,週一-週五07:00-20:00 收費20元/時,無,北新路
NewTaipei,P42,三信路,25.0858128,121.4876916,週一-週五07:00-20:00 收費20元/時,無,三信路
NewTaipei,B30,學成路,24.94664105,121.3845014,週一-週五07:00-20:00 收費20元/時,無,學成路
NewTaipei,V27,登林路,25.08131878,121.4061028,週一-週五07:00-20:00 收費20元/時,無,登林路
NewTaipei,T35,新和街,24.98668636,121.5213499,週一-週五07:00-20:00 收費20元/時,無,新和街
NewTaipei,Q12,福德一路,25.06508068,121.6337096,週一-週五07:00-20:00 收費20元/時,無,福德一路
NewTaipei,V28,疏洪北路,25.09039961,121.4479502,週一-週五07:00-20:00 收費20元/時,無,疏洪北路
NewTaipei,K82,廣權路,24.99151888,121.4622356,週一-週五07:00-20:00 收費20元/時,無,廣權路
NewTaipei,R28,公園路,25.04024741,121.4541293,週一-週五07:00-20:00 收費20元/時,無,公園路
NewTaipei,R06,富國路,25.0258618,121.4202175,週一-週五07:00-20:00 收費20元/時,無,富國路
NewTaipei,M13,館前路,24.95549198,121.3593588,例假日及國定假日07:00-20:00 收費60元/次,無,館前路
NewTaipei,K91,光武街,25.0248467,121.4681192,週一-週五07:00-20:00 收費20元/時,無,光武街
NewTaipei,K97,廣福公園平面停車場,24.99339767,121.4659283,週一-週五07:00-20:00 收費20元/時,無,廣福公園平面停車場
NewTaipei,P21,忠孝路,25.08624799,121.4714026,週一-週五07:00-20:00 收費20元/時,無,忠孝路
NewTaipei,T54,圓通路,24.98802194,121.4868577,週一-週五07:00-20:00 收費20元/時,無,圓通路
NewTaipei,R40,中華路二段,25.04525419,121.4536246,週一-週五07:00-20:00 收費20元/時,無,中華路二段
NewTaipei,H39,學府路,25.1733447,121.4486551,週一-週五07:00-20:00 收費20元/時,無,學府路
NewTaipei,F16,中興街,24.98780492,121.4983423,週一-週五07:00-20:00 收費20元/時,無,中興街
NewTaipei,K52,四川路二段,24.99323434,121.4499911,週一-週五07:00-20:00 收費20元/時,無,四川路二段
NewTaipei,309,雲鄉路,25.00022999,121.6211884,週一-週五、例假日及國定假日08:00-18:00 收費20元/時,無,雲鄉路
NewTaipei,P86,環河南路,25.05401932,121.4959731,週一-週五07:00-20:00 收費每次四小時30元/次,無,環河南路
NewTaipei,P61,正義南路,25.05721978,121.499002,週一-週五07:00-20:00 收費30元/時,無,正義南路
NewTaipei,Q22,新昌路,25.06885046,121.6634483,週一-週五07:00-20:00 收費20元/時,無,新昌路
NewTaipei,U07,三民路,24.97051246,121.5378423,週一-週五07:00-20:00 收費20元/時,無,三民路
NewTaipei,J41,三民路,25.07034485,121.3602297,週一-週五08:00-18:00 收費20元/時,無,三民路
NewTaipei,M06,永明街,24.95553329,121.3386198,例假日及國定假日07:00-20:00 收費20元/時,無,永明街
NewTaipei,P07,長榮路,25.09081849,121.459867,週一-週五07:00-20:00 收費20元/時,無,長榮路
NewTaipei,P96,光復路一段61巷,25.04925589,121.4727811,週一-週五07:00-20:00 收費20元/時,無,光復路一段61巷
NewTaipei,M07,光明街,24.95580218,121.3450694,例假日及國定假日07:00-20:00 收費20元/時,無,光明街
NewTaipei,K73,忠承路,24.96723149,121.4409431,週一-週五07:00-20:00 收費20元/時,無,忠承路
NewTaipei,F66,安樂路,24.99938239,121.5141857,週一-週五07:00-20:00 收費30元/時,無,安樂路
NewTaipei,K79,民生路一段,25.01169664,121.4772238,週一-週五07:00-20:00 收費30元/時,無,民生路一段
NewTaipei,J13,民治路,25.07601264,121.3780847,週一-週五08:00-18:00 收費20元/時,無,民治路
NewTaipei,J14,公園路,25.0744637,121.374138,週一-週五08:00-18:00 收費20元/時,無,公園路
NewTaipei,B33,安溪路,24.9255356,121.3698811,週一-週五09:00-17:00 收費20元/時,無,安溪路
NewTaipei,K95,環河西路側平面停車場,25.02368675,121.4493895,週一-週五、例假日及國定假日07:00-20:00 收費20元/時,無,環河西路側平面停車場
NewTaipei,R12,建安街,25.02510575,121.4280118,週一-週五07:00-20:00 收費20元/時,無,建安街
NewTaipei,V15,工商路85巷18弄,25.08475807,121.4373297,週一-週五07:00-20:00 收費20元/時,無,工商路85巷18弄
NewTaipei,T87,安興路,24.96700034,121.5152945,週一-週五07:00-20:00 收費20元/時,無,安興路
NewTaipei,T26,寶橋路,24.97632907,121.5474357,週一-週五07:00-20:00 收費20元/時,無,寶橋路
NewTaipei,K99,南雅西路環河平面停車場,25.01183645,121.4516515,週一-週五07:00-20:00 收費20元/時,無,南雅西路環河平面停車場
NewTaipei,H47,紅樹林路,25.1593829,121.4599269,週一-週五07:00-20:00 收費60元/次,無,紅樹林路
NewTaipei,L07,俊英街,25.00641289,121.4268119,週一-週五07:00-20:00 收費20元/時,無,俊英街
NewTaipei,P95,五谷王北街42巷,25.04924905,121.4745339,週一-週五07:00-20:00 收費20元/時,無,五谷王北街42巷
NewTaipei,J46,仁愛二路旁新闢道路,25.07442133,121.3699992,週一-週五08:00-18:00 收費20元/時,無,仁愛二路旁新闢道路
NewTaipei,P51,龍門路,25.07391773,121.5014273,週一-週五07:00-20:00 收費20元/時,無,龍門路
NewTaipei,T97,連城路263巷,24.99507557,121.4924948,週一-週五07:00-20:00 收費20元/時,無,連城路263巷
NewTaipei,V18,蓬萊路,25.08058948,121.433824,週一-週五07:00-20:00 收費20元/時,無,蓬萊路
NewTaipei,H37,中正東路一段3巷,25.16544164,121.4512836,週一-週五07:00-20:00 收費20元/時,無,中正東路一段3巷
NewTaipei,T45,安德街120巷,24.96065052,121.5086849,週一-週五07:00-20:00 收費20元/時,無,安德街120巷
NewTaipei,Q02,忠孝東路,25.06688068,121.6623374,週一-週五07:00-20:00 收費20元/時,無,忠孝東路
NewTaipei,K38,中正路1巷2弄,25.0121719,121.4555226,週一-週五07:00-20:00、例假日及國定假日08:00-18:00 收費30元/時,無,中正路1巷2弄
NewTaipei,V13,芳洲八路,25.08808266,121.4463139,週一-週五07:00-20:00 收費20元/時,無,芳洲八路
NewTaipei,TA3,太平公園停車場,24.95933472,121.5321919,週一-週五07:00-20:00 收費60元/次,無,太平公園停車場
NewTaipei,K89,學士路,24.97705524,121.4463175,週一-週五07:00-20:00 收費20元/時,無,學士路
NewTaipei,T56,建國路,24.97801983,121.5396944,週一-週五07:00-20:00 收費20元/時,無,建國路
NewTaipei,K45,莊敬路75巷,25.02646936,121.4735553,週一-週五07:00-20:00 收費20元/時,無,莊敬路75巷
NewTaipei,R48,新崑路,25.00023611,121.4346185,週一-週五07:00-20:00 收費20元/時,無,新崑路
NewTaipei,R31,公園一路,25.03778576,121.4439004,週一-週五07:00-20:00 收費20元/時,無,公園一路
NewTaipei,R57,自立街,25.04555555,121.4590375,週一-週五07:00-20:00 收費20元/時,無,自立街
NewTaipei,P27,五華街,25.08645582,121.4887512,週一-週五07:00-20:00 收費20元/時,無,五華街
NewTaipei,P41,信賢街,25.0881032,121.4890681,週一-週五07:00-20:00 收費20元/時,無,信賢街
NewTaipei,N24,觀海大道,25.16280488,121.417272,例假日及國定假日08:00-18:00 收費20元/時,無,觀海大道
NewTaipei,P50,三德公園旁,25.07571227,121.5004528,週一-週五07:00-20:00 收費20元/時,無,三德公園旁
NewTaipei,R13,三泰路,25.03419053,121.4401444,週一-週五07:00-20:00 收費20元/時,無,三泰路
NewTaipei,T62,民德路,24.99820001,121.4682002,週一-週五07:00-20:00 收費20元/時,無,民德路
