停車場ID,停車場名稱,地址,即時剩餘車位
010234,城市車旅板橋誠品停車場,新北市板橋區中山路1段46號1樓,-9
260009,吳信周停車場,新北市貢寮區仁和路與石碇溪旁空地,-9
100042,金雞母停車場,新北市淡水區北新路184巷60號B1/44~49、52~55、61~65號車格位,-9
010165,板橋果菜批發市場第二停車場,新北市板橋區板城路1000號對面,-9
010249,浮洲車站停車場,新北市板橋區大觀路1段38巷180號對面空地,-9
130095,土城青福街停車場,新北市土城區青福街與青和街口東南側空地,-9
020256,博客停車場開發股份有限公司藏壽司集賢第二停車場,新北市三重區集賢路99號,-9
010292,板橋館前西路停車場,新北市板橋區南興路1號對面,-9
010041,新北市立中山國民中學停車場,新北市板橋區文化路1段188巷56號B1/1~38、41~49、51~61及64~100號格,-9
080083,鶯歌站前機車停車場,新北市鶯歌區文化路68-1號臺鐵鶯歌車站西北側站前機車停車場,-9
050248,後港建國臨時平面停車場,新北市新莊區建國一路73-1號旁,0
080027,宏達經營管理顧問有限公司鶯歌停車場,新北市鶯歌區建國路12號對面空地,-9
030163,中和板南停車場,新北市中和區板南路與大洋街交叉口空地,-9
010227,捷運板新站轉乘機車停車場,新北市板橋區板新路109號,14
010226,捷運頭前庄站轉乘機車停車場,新北市新莊區思源路20號,11
110114,新台五停車場,新北市汐止區新台五路2段145-1號前空地,-9
060125,捷運十四張站轉乘停車場,新北市新店區民權路282號,17
050178,捷運新北產業園區站轉乘停車場,新北市新莊區五工路35號,11
210003,新北市淺水灣停車場,新北市三芝區后厝里北勢子45-32號旁,61
160013,泰山國小停車場,新北市泰山區泰林路2段2段255號對面空地,-9
140012,重陽大樓停車場,新北蘆洲區集賢路245號B1/134、151~153號車格位及B2、B3,0
160021,新北泰山停車場,新北市泰山區明志路1段385號旁空地,11
040049,河堤停車場,新北市永和區中正橋北往南下堤外匝道右側,-9
130102,Times土城廣福街第2停車場,新北市土城區廣福街137號旁,-9
080042,Times鶯歌鳳鳴路第2停車場,,-9
090047,Times思夢樂三峽店停車場,新北市三峽區三樹路197號,-9
010290,Times板橋林家花園停車場,新北市板橋區西門街40號對面,-9
100062,Times淡水中山北路二段第2停車場,新北市淡水區中山北路2段381巷120號旁,-9
010280,板橋五權公園地下停車場,新北市板橋區廣權路130號B1~B3,158
010286,板橋區信義段24地號平面停車場,新北市板橋區廣權路130號旁路邊停車格,2
050179,嘟嘟房新莊化成站停車場,新北市新莊區化成路222號旁,-9
050176,嘟嘟房新莊中原2站停車場,新北市新莊區昌智路與福壽街交叉口旁,-9
020257,光復神農停車場,新北市三重區神農街50號對面空地,-9
090013,礁溪公有市場停車場,新北市三峽區光明路71號1F、B1、B2,-9
070003,樹林保安立體停車場,新北市樹林區保安街1段7號,22
030189,錦昌平面停車場,新北市中和區圓通路367巷1-1號旁,34
270002,金山國民小學停車場,新北市金山區文化一路2號旁,-9
290003,內洞國家森林遊樂區停車場,新北市烏來區娃娃谷路46號,-9
050250,新莊區文中三平面停車場,新北市新莊區三泰路56-6號旁,14
010309,USPACE信義嘉品停車場,新北市板橋區藝文一街35號B2、B3及B4/147~180號車格位,-9
140037,Times優衣庫蘆洲長榮路店停車場,新北市蘆洲區長榮路253號,-9
010115,Times板橋北門街停車場,新北市板橋區北門街25號旁,-9
060100,斯馨停車場,新北市新店區央北二路及斯馨一路交叉口,-9
010260,(交通局轄管)新埔國小地下停車場,新北市板橋區陽明街206號B1~B3,101
020179,博客停車場開發股份有限公司藏壽司集賢場停車場,新北市三重區集賢路99號,-9
100041,博客停車場-淡水中山場,新北市淡水區中山北路2段96號,-9
010020,萬板高架橋下停車場,新北市板橋區萬板路558號對面高架橋下停車場,27
110036,汐止國泰綜合醫院停車場,新北市汐止區建成路59巷2號B2~B4,-9
050205,新莊中正停車場,新北市新莊區中正路425號後空地,-9
170143,林口中山停車場,新北市林口區中山路278號旁空地,-9
120025,富士開發瑞芳二區收費停車場,新北市瑞芳區魚坑路4-1號 後方,-9
020259,台灣聯通五谷好室停車場,新北市三重區五谷王北街45巷32弄11號B1~B3,-9
040046,安全停車場,新北市永和區環河東路4段與民樂街39巷交叉口往堤外道路,-9
100043,Times淡水中山北路二段停車場,新北市淡水區中山北路2段189巷32號對面,-9
060093,Times新店環河路停車場,新北市新店區環河路19巷3弄1號對面,-9
100030,淡水區淡水國民小學停車場,新北市淡水區中山路160號,-9
090012,臺北大學運動場地下停車場,新北市三峽區大學路151號B2、B3,-9
130138,土城RICH停車場,新北市土城區金城路1段26號B1/12、16、17號及B2/1~7、9~11號車格位,-9
170144,Times林口四維路第2停車場,新北市林口區四維路102號旁,-9
050101,晶冠廣場地下停車場,新北市新莊區五工路66號B1~B3,47
160007,泰山體育園區停車場,新北市泰山區公園路54號B1,-9
160037,綠三臨時平面停車場,新北市泰山區文程路26號旁,68
010036,特專三平面停車場,新北市板橋區漢生東路64號旁,98
010222,板橋區中山國小地下停車場,新北市板橋區大觀路59巷31號B1、B2,60
100032,文化機車立體停車場,新北市淡水區文化路57號,204
020208,Times三重溪尾街停車場,新北市三重區溪尾街266號旁,-9
160025,輔仁大學附設醫院停車場,新北市泰山區貴子路69號B1~B4,-9
130121,新北高工地下停車場,新北市土城區海山路99號B1~B3,39
010289,板橋區江翠段102地號平面停車場,新北市板橋區華江一路及華江七路交叉口旁空地停車場,11
010239,板橋區華翠橋下平面停車場,新北市板橋區縣民大道3段/環河西路4段至華翠橋A02號橋墩間,10
010143,Times新莊中原路第7停車場,新北市新莊區中原路1段89號對面,-9
160030,Times泰山仁武街停車場,新北市泰山區仁武街15號旁,-9
050151,Times新莊福德一街第2停車場,新北市新莊區福德一街47號旁,-9
060135,央北停車場,新北市新店區中山路與央北二路交叉口,-9
020104,三重國民運動中心地下停車場,新北市三重區集美街55號B1、B2,-9
020244,三重區農會停車場,新北市三重區重新路2段1號1樓,-9
080084,川流駐車場鶯桃營業所停車場,新北市鶯歌區鶯桃路2段31號旁,-9
110050,泊界收費停車場,新北市汐止區長安路17號/五堵火車站旁高架橋下,-9
140022,嘟嘟房蘆洲功學社站停車場,新北市蘆洲區中山二路162號1樓及B1、B2,-9
140079,蘆洲區民族路408巷平面停車場,新北市蘆洲區民族路408巷,-9
050220,新莊區建國一路平面停車場,新北市新莊區建國一路與建國二路口停車場,28
010156,廣停一平面停車場,新北市林口區文化二路1段及文化二路1段525巷交叉口,0
170048,廣停五平面停車場,新北市林口區仁愛一路及民富街交叉口,0
030188,民利街機車停車場,新北市中和區民利街68巷5弄15號對面,88
040057,永合停車場,新北市永和區環河東路2段永福水門進入後正前方,-9
170058,展悅CEO豪辦總部收費停車場,新北市林口區文化三路2段451~457號B1,-9
130150,聚源土城明德場停車場,新北市土城區學海街168號斜對面,-9
020260,宏達經營管理顧問有限公司福址停車場,新北市三重區水漾路1段158號旁空地,-9
010310,Times板橋滿平街停車場,新北市板橋區滿平街25號旁,-9
050210,Times新莊中原路第5停車場,新北市新莊區中原路71號對面,-9
040005,永和區福和國中地下停車場,新北市永和區永亨路96號B1、B2,134
